no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,arrival_day,booking_status
2,0,0,1,Meal Plan 1,N,Room_Type 1,14,Offline,N,0,0,73,0,148,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,263,Offline,N,0,0,110,0,295,Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,1,Online,N,0,0,133,1,251,Not_Canceled
2,0,1,5,Meal Plan 1,N,Room_Type 4,125,Online,N,0,0,143.1,0,264,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,2,Offline,N,0,0,72.75,0,108,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,39,Offline,N,0,0,75,0,306,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,2,Offline,N,0,0,109.65,0,287,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,1,Online,N,0,0,80,1,27,Not_Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,22,Online,N,0,0,107.03,1,269,Not_Canceled
1,0,2,1,Not Selected,N,Room_Type 1,52,Online,N,0,0,56.16,0,352,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,305,Offline,N,0,0,89,0,309,Canceled
2,1,2,4,Meal Plan 1,N,Room_Type 1,47,Online,N,0,0,129.99,1,233,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,18,Online,N,0,0,89,0,99,Canceled
2,0,0,4,Not Selected,N,Room_Type 1,144,Online,N,0,0,97.75,0,188,Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,219,Offline,N,0,0,76.67,0,248,Not_Canceled
4,0,2,1,Meal Plan 1,N,Room_Type 7,61,Online,N,0,0,256.1,0,192,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,26,Online,N,0,0,99.2,0,300,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,27,Offline,N,0,0,108,0,274,Not_Canceled
2,2,2,1,Meal Plan 1,N,Room_Type 6,6,Online,N,0,0,228,3,241,Not_Canceled
3,0,0,3,Meal Plan 2,N,Room_Type 4,43,Online,N,0,0,194.3,2,306,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,180,Offline,N,0,0,70,0,290,Canceled
1,0,0,3,Meal Plan 2,N,Room_Type 1,71,Offline,N,0,0,98,0,131,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,154,Online,N,0,0,120.7,1,189,Canceled
2,0,1,1,Meal Plan 2,N,Room_Type 1,301,Offline,N,0,0,115,1,212,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,56,Online,N,0,0,97.23,0,315,Not_Canceled
2,2,5,10,Meal Plan 1,N,Room_Type 6,28,Online,N,0,0,152.53,0,32,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,122,Offline,N,0,0,85,0,106,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,91,Offline,N,0,0,80,0,95,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,151,Online,N,0,0,76.5,2,234,Not_Canceled
2,0,2,3,Not Selected,N,Room_Type 1,5,Online,N,0,0,116.42,0,178,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,1,Online,N,0,0,98.56,1,131,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,32,Offline,N,0,0,73,0,325,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,56,Online,N,0,0,125.1,1,209,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,19,Offline,Y,1,0,90,0,280,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,9,Online,N,0,0,87,1,305,Not_Canceled
3,0,0,1,Meal Plan 1,N,Room_Type 4,65,Online,N,0,0,168.3,2,229,Not_Canceled
2,0,1,0,Not Selected,N,Room_Type 1,104,Online,N,0,0,108,1,283,Canceled
1,0,2,5,Meal Plan 1,N,Room_Type 4,14,Online,N,0,0,131.7,1,151,Not_Canceled
1,0,0,1,Not Selected,N,Room_Type 1,0,Online,N,0,0,0,0,37,Not_Canceled
3,0,2,3,Meal Plan 1,N,Room_Type 1,93,Online,N,0,0,150.45,3,133,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,279,Offline,N,0,0,110,0,286,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,112,Offline,N,0,0,100,0,154,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,23,Offline,N,0,0,75,1,295,Not_Canceled
2,1,1,1,Meal Plan 2,N,Room_Type 1,66,Online,N,0,0,148.5,0,114,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 4,71,Online,N,0,0,149.4,2,252,Not_Canceled
2,0,1,5,Meal Plan 1,N,Room_Type 1,349,Offline,N,0,0,90,0,278,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,39,Offline,N,0,0,109,0,227,Not_Canceled
1,0,2,1,Meal Plan 1,Y,Room_Type 1,3,Corporate,Y,0,1,67,0,73,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,47,Online,N,0,0,120,0,119,Not_Canceled
2,0,0,4,Not Selected,N,Room_Type 1,7,Online,N,0,0,126,1,83,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,62,Offline,N,0,0,76,1,94,Not_Canceled
0,2,0,3,Meal Plan 1,N,Room_Type 2,219,Online,N,0,0,86.5,0,223,Canceled
3,0,2,2,Meal Plan 1,N,Room_Type 1,20,Online,N,0,0,146.2,0,268,Canceled
1,0,1,1,Meal Plan 1,N,Room_Type 1,118,Offline,N,0,0,110,0,158,Not_Canceled
2,0,2,2,Meal Plan 2,N,Room_Type 1,8,Offline,N,0,0,89,0,354,Not_Canceled
3,0,0,3,Meal Plan 1,N,Room_Type 4,19,Online,N,0,0,170.33,1,154,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 4,37,Online,N,0,0,113.65,1,272,Not_Canceled
1,0,1,2,Not Selected,N,Room_Type 1,162,Online,N,0,0,103.5,0,221,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,214,Online,N,0,0,96.3,1,224,Canceled
2,0,2,1,Not Selected,N,Room_Type 1,100,Online,N,0,0,94.5,1,205,Not_Canceled
2,0,1,3,Not Selected,N,Room_Type 1,262,Online,N,0,0,63.75,0,361,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,26,Offline,N,0,0,120,0,160,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,148,Online,N,0,0,104.4,1,301,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,184,Online,N,0,0,90.95,1,240,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,37,Offline,N,0,0,105,0,287,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,56,Offline,N,0,0,120,0,160,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,70,Online,N,0,0,107.95,2,107,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,12,Corporate,N,0,0,65,0,218,Not_Canceled
2,0,1,3,Meal Plan 2,N,Room_Type 1,44,Offline,N,0,0,91.58,0,49,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,63,Online,N,0,0,103.95,2,248,Not_Canceled
2,0,1,0,Not Selected,N,Room_Type 1,1,Online,N,0,0,96,2,223,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 5,166,Offline,N,0,0,130,0,306,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,181,Offline,N,0,0,120,0,285,Canceled
3,0,1,4,Meal Plan 1,N,Room_Type 1,102,Offline,N,0,0,105.9,0,207,Not_Canceled
2,0,0,1,Meal Plan 2,N,Room_Type 1,86,Offline,N,0,0,120,0,268,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,72,Offline,N,0,0,84.15,0,361,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,180,Offline,N,0,0,100,1,123,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,78,Online,N,0,0,132.3,1,281,Canceled
1,0,0,2,Meal Plan 2,N,Room_Type 1,256,Offline,N,0,0,90,0,167,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 4,119,Online,N,0,0,102.6,0,359,Canceled
3,0,1,3,Meal Plan 1,N,Room_Type 4,12,Online,N,0,0,131,0,179,Not_Canceled
2,0,2,0,Meal Plan 1,N,Room_Type 1,47,Online,N,0,0,78.3,1,38,Canceled
2,0,1,1,Not Selected,N,Room_Type 1,13,Online,N,0,0,88,0,352,Not_Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,0,Offline,N,0,0,106.4,0,179,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 4,15,Online,N,0,0,141.68,1,259,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,18,Online,N,0,0,75,2,353,Not_Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 1,96,Online,N,0,0,99.45,0,118,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,178,Online,N,0,0,122.4,2,280,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,134,Offline,N,0,0,65,0,339,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,31,Offline,N,0,0,63,1,346,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,71,Offline,N,0,0,120,0,166,Not_Canceled
2,1,0,5,Meal Plan 1,Y,Room_Type 1,146,Online,N,0,0,106.25,2,180,Not_Canceled
2,0,2,2,Meal Plan 2,N,Room_Type 4,166,Offline,N,0,0,107.95,0,206,Canceled
2,0,1,2,Not Selected,N,Room_Type 1,185,Online,N,0,0,79.2,0,351,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,107,Offline,N,0,0,95,0,277,Not_Canceled
2,0,2,2,Not Selected,N,Room_Type 1,110,Online,N,0,0,76.5,1,100,Canceled
2,0,1,3,Not Selected,N,Room_Type 1,100,Online,N,0,0,72.25,1,109,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,102,Offline,N,0,0,101.5,0,290,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,47,Online,N,0,0,99.9,0,103,Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,40,Offline,N,0,0,70,0,279,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,377,Offline,N,0,0,115,1,288,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,2,Online,N,0,0,142,2,336,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,156,Offline,N,0,0,72.25,1,198,Not_Canceled
3,0,2,1,Meal Plan 1,N,Room_Type 4,56,Online,N,0,0,142.2,0,241,Canceled
2,2,0,2,Meal Plan 2,N,Room_Type 6,22,Online,N,0,0,288,2,232,Not_Canceled
1,0,1,4,Not Selected,N,Room_Type 1,13,Online,N,0,0,92,0,305,Canceled
3,0,1,1,Meal Plan 1,N,Room_Type 4,37,Online,N,0,0,175.5,1,289,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,0,Corporate,Y,3,42,65,0,242,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,193,Offline,N,0,0,120,0,172,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,66,Online,N,0,0,89.25,2,293,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,19,Offline,Y,1,0,80,0,280,Not_Canceled
2,0,2,0,Meal Plan 1,Y,Room_Type 1,11,Online,N,0,0,140,1,115,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,7,Corporate,Y,0,3,66,0,49,Not_Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,126,Online,N,0,0,76.58,1,125,Not_Canceled
2,2,1,4,Not Selected,N,Room_Type 6,40,Online,N,0,0,150.12,2,295,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,202,Offline,N,0,0,90,0,150,Canceled
2,0,1,3,Not Selected,N,Room_Type 1,120,Online,N,0,0,118.8,0,245,Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,29,Corporate,N,0,0,85,0,337,Not_Canceled
2,0,1,1,Not Selected,N,Room_Type 1,6,Online,N,0,0,104,0,107,Canceled
3,0,0,1,Meal Plan 1,N,Room_Type 1,6,Online,N,0,0,140,0,64,Not_Canceled
2,0,1,4,Meal Plan 2,N,Room_Type 1,197,Offline,N,0,0,113.4,0,356,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,12,Online,N,0,0,93,2,38,Not_Canceled
2,2,2,10,Meal Plan 1,N,Room_Type 6,92,Online,N,0,0,147.9,4,341,Not_Canceled
2,1,1,4,Meal Plan 1,N,Room_Type 1,139,Online,N,0,0,116.45,0,193,Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,32,Corporate,N,0,0,95,0,284,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,13,Offline,N,0,0,90,0,130,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,36,Online,N,0,0,135.9,1,224,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 6,21,Online,N,0,0,150.45,0,307,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,346,Offline,N,0,0,115,1,257,Canceled
1,0,0,1,Not Selected,N,Room_Type 1,11,Online,N,0,0,78.8,0,166,Not_Canceled
1,0,0,1,Meal Plan 2,N,Room_Type 1,219,Offline,N,0,0,84,0,248,Not_Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,39,Offline,N,0,0,109,0,227,Not_Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,0,Offline,N,0,0,75,0,84,Not_Canceled
1,0,2,2,Meal Plan 1,N,Room_Type 1,98,Online,N,0,0,90.45,1,304,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,37,Offline,N,0,0,95,0,287,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,150,Online,N,0,0,114.3,0,127,Not_Canceled
2,1,1,1,Meal Plan 1,N,Room_Type 1,103,Online,N,0,0,134.1,0,242,Canceled
2,1,2,5,Meal Plan 1,N,Room_Type 1,170,Online,N,0,0,114.75,2,216,Canceled
2,0,1,3,Not Selected,N,Room_Type 1,92,Online,N,0,0,81.95,0,172,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 5,15,Corporate,N,0,0,86,0,36,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,95,Online,N,0,0,149.4,1,270,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,192,Offline,N,0,0,95,0,176,Canceled
1,0,0,2,Meal Plan 2,N,Room_Type 1,320,Offline,N,0,0,90,0,231,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,6,Online,N,0,0,126,2,279,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,12,Offline,N,0,0,72,0,278,Not_Canceled
2,0,1,5,Meal Plan 2,N,Room_Type 4,195,Online,N,0,0,147,0,236,Canceled
2,1,0,3,Meal Plan 2,N,Room_Type 1,13,Online,N,0,0,208.83,3,201,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,209,Online,N,0,0,119.85,2,261,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,22,Corporate,N,0,0,62,0,322,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,304,Offline,N,0,0,89,0,308,Canceled
1,1,2,4,Meal Plan 1,N,Room_Type 1,137,Online,N,0,0,75.66,1,321,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,60,Offline,N,0,0,60,1,29,Not_Canceled
2,0,1,4,Meal Plan 1,N,Room_Type 4,42,Offline,N,0,0,60,0,307,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,164,Offline,N,0,0,100,0,276,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,314,Offline,N,0,0,75,0,286,Canceled
2,0,0,3,Meal Plan 1,Y,Room_Type 1,70,Online,N,0,0,87.3,0,49,Not_Canceled
2,0,2,0,Meal Plan 2,N,Room_Type 1,75,Offline,N,0,0,105,0,304,Canceled
2,0,0,3,Not Selected,N,Room_Type 1,27,Online,N,0,0,129,0,82,Canceled
3,0,0,3,Meal Plan 1,N,Room_Type 4,160,Online,N,0,0,137.7,0,196,Canceled
3,0,2,1,Meal Plan 2,N,Room_Type 1,107,Offline,N,0,0,96.9,0,233,Canceled
1,0,1,3,Not Selected,N,Room_Type 1,18,Online,N,0,0,48.5,0,322,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,172,Offline,N,0,0,95,0,176,Canceled
2,2,1,2,Meal Plan 2,Y,Room_Type 6,16,Online,N,0,0,283.67,1,232,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 1,129,Online,N,0,0,76.3,1,186,Not_Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,12,Corporate,Y,0,9,65,0,166,Not_Canceled
2,0,2,2,Not Selected,N,Room_Type 1,145,Online,N,0,0,118.8,0,260,Canceled
2,1,0,1,Meal Plan 1,N,Room_Type 1,28,Online,N,0,0,169,1,209,Not_Canceled
1,0,2,5,Meal Plan 2,N,Room_Type 1,29,Offline,N,0,0,71.3,0,83,Not_Canceled
1,0,0,1,Not Selected,N,Room_Type 1,0,Online,N,0,0,55.76,0,330,Not_Canceled
2,0,0,2,Not Selected,N,Room_Type 1,94,Online,N,0,0,85.5,1,104,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,87,Online,N,0,0,91,3,318,Not_Canceled
2,0,1,2,Meal Plan 2,Y,Room_Type 4,19,Online,N,0,0,171,2,71,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,259,Offline,N,0,0,90,0,126,Canceled
1,0,2,3,Meal Plan 1,N,Room_Type 4,37,Online,N,0,0,125.55,0,276,Canceled
1,0,0,2,Meal Plan 1,N,Room_Type 1,32,Online,N,0,0,143.28,0,313,Canceled
3,0,1,2,Meal Plan 1,N,Room_Type 1,66,Offline,N,0,0,85,1,39,Not_Canceled
2,0,1,2,Meal Plan 1,Y,Room_Type 1,0,Online,N,0,0,115,0,223,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,197,Offline,N,0,0,72.25,1,237,Not_Canceled
1,0,0,1,Not Selected,N,Room_Type 1,1,Offline,N,0,0,121,0,267,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,92,Offline,N,0,0,90,0,316,Not_Canceled
2,0,1,4,Meal Plan 1,N,Room_Type 1,148,Offline,N,0,0,67,0,365,Not_Canceled
1,0,2,2,Meal Plan 1,N,Room_Type 4,77,Online,N,0,0,145.8,1,311,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,265,Online,N,0,0,100.3,0,283,Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 1,212,Online,N,0,0,88.4,0,364,Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,359,Offline,N,0,0,78,1,288,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,12,Online,N,0,0,90,2,242,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,81,Online,N,0,0,76.5,1,209,Canceled
2,0,0,1,Meal Plan 2,N,Room_Type 1,55,Offline,N,0,0,104,0,97,Not_Canceled
2,3,2,0,Meal Plan 1,N,Room_Type 6,0,Online,N,0,0,153,0,222,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,70,Online,N,0,0,78.3,0,72,Canceled
3,1,0,2,Meal Plan 1,N,Room_Type 6,11,Online,N,0,0,258,3,141,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,158,Offline,N,0,0,80.75,0,261,Not_Canceled
2,0,2,6,Meal Plan 1,N,Room_Type 1,171,Offline,N,0,0,81.25,2,204,Canceled
1,0,4,6,Meal Plan 1,N,Room_Type 1,17,Online,N,0,0,81,0,24,Not_Canceled
2,2,0,4,Meal Plan 1,N,Room_Type 6,118,Online,N,0,0,187.85,0,145,Canceled
2,0,0,2,Meal Plan 2,N,Room_Type 1,320,Offline,N,0,0,115,1,231,Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,59,Offline,N,0,0,80.75,0,283,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 4,68,Online,N,0,0,105.3,2,79,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,92,Offline,N,0,0,72.25,2,197,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,248,Online,N,0,0,83.38,2,287,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,0,Online,N,0,0,114,0,257,Not_Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,0,Complementary,N,0,0,0,0,245,Not_Canceled
1,0,1,0,Meal Plan 1,N,Room_Type 1,18,Corporate,Y,0,6,65,1,172,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,143,Online,N,0,0,100.3,0,154,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,8,Offline,N,0,0,130,0,310,Not_Canceled
2,0,0,4,Not Selected,N,Room_Type 1,114,Online,N,0,0,89.25,0,195,Not_Canceled
1,0,2,4,Meal Plan 1,N,Room_Type 1,80,Offline,N,0,0,85,0,248,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,211,Offline,N,0,0,100,0,141,Canceled
2,0,3,5,Meal Plan 1,N,Room_Type 4,5,Online,N,0,0,126.75,0,95,Canceled
2,0,1,0,Not Selected,N,Room_Type 1,141,Online,N,0,0,72.76,1,144,Not_Canceled
2,0,2,3,Meal Plan 1,N,Room_Type 1,66,Online,N,0,0,119.85,1,129,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,3,Offline,N,0,0,54.75,1,275,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,80,Offline,N,0,0,75,1,340,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,16,Online,N,0,0,109,1,77,Not_Canceled
2,0,0,1,Not Selected,N,Room_Type 1,73,Corporate,N,0,0,100,1,259,Canceled
3,0,0,1,Meal Plan 1,N,Room_Type 6,0,Online,N,0,0,201.16,1,265,Not_Canceled
3,0,0,2,Meal Plan 1,N,Room_Type 4,40,Online,N,0,0,131.4,0,78,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,59,Online,N,0,0,70.72,0,322,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 4,39,Offline,N,0,0,60,0,304,Not_Canceled
2,1,2,2,Meal Plan 1,N,Room_Type 1,51,Online,N,0,0,148.75,1,309,Not_Canceled
2,1,1,3,Meal Plan 1,N,Room_Type 1,49,Online,N,0,0,108.8,1,81,Canceled
2,2,0,1,Meal Plan 1,N,Room_Type 6,10,Online,N,0,0,155,1,247,Not_Canceled
1,0,2,6,Meal Plan 1,N,Room_Type 1,81,Online,N,0,0,73.95,0,58,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,14,Online,N,0,0,114,1,259,Not_Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,71,Offline,N,0,0,120,0,166,Not_Canceled
2,0,1,1,Meal Plan 2,N,Room_Type 1,247,Offline,N,0,0,115,1,158,Canceled
3,0,0,2,Meal Plan 1,N,Room_Type 4,111,Online,N,0,0,168.3,1,266,Canceled
2,0,0,1,Meal Plan 1,N,Room_Type 1,105,Offline,N,0,0,75,0,97,Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 4,6,Online,N,0,0,156,1,171,Not_Canceled
2,0,0,2,Not Selected,N,Room_Type 1,73,Online,N,0,0,60.29,1,89,Not_Canceled
2,0,1,0,Meal Plan 1,N,Room_Type 1,12,Online,N,0,0,107,1,299,Not_Canceled
1,0,1,4,Meal Plan 1,N,Room_Type 1,21,Online,N,0,0,67.32,0,354,Not_Canceled
2,0,1,1,Not Selected,N,Room_Type 1,47,Online,N,0,0,85.5,0,109,Canceled
2,0,0,4,Meal Plan 1,N,Room_Type 1,136,Online,N,0,0,118.8,0,279,Canceled
1,0,2,1,Meal Plan 2,N,Room_Type 1,9,Offline,N,0,0,36.25,0,228,Not_Canceled
2,0,0,2,Meal Plan 1,N,Room_Type 1,28,Corporate,N,0,0,100,0,140,Canceled
1,0,1,1,Not Selected,N,Room_Type 1,131,Online,N,0,0,103.05,1,284,Not_Canceled
2,0,2,5,Meal Plan 1,N,Room_Type 4,70,Offline,N,0,0,52,0,27,Not_Canceled
1,0,0,2,Meal Plan 2,N,Room_Type 1,256,Offline,N,0,0,90,0,167,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,150,Offline,N,0,0,96,0,168,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,193,Online,N,0,0,108.9,0,245,Canceled
1,0,0,1,Meal Plan 1,N,Room_Type 1,15,Corporate,N,0,0,65,0,342,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,31,Offline,N,0,0,71.33,0,59,Not_Canceled
2,0,1,1,Meal Plan 1,N,Room_Type 1,0,Corporate,N,0,0,72,0,230,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,29,Online,N,0,0,88.4,0,354,Not_Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,170,Online,N,0,0,90.95,0,189,Canceled
2,0,1,3,Meal Plan 1,Y,Room_Type 4,17,Online,N,0,0,136,1,363,Not_Canceled
2,0,2,1,Meal Plan 1,N,Room_Type 1,58,Offline,N,0,0,75,1,324,Not_Canceled
0,2,2,1,Meal Plan 1,N,Room_Type 2,104,Online,N,0,0,91.6,2,360,Not_Canceled
2,0,2,4,Meal Plan 1,N,Room_Type 4,87,Online,N,0,0,132.3,0,290,Canceled
2,0,2,1,Not Selected,N,Room_Type 1,60,Online,N,0,0,125.1,1,269,Canceled
2,0,2,1,Not Selected,N,Room_Type 1,8,Online,N,0,0,135.67,2,303,Not_Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 1,2,Online,N,0,0,106.33,1,341,Not_Canceled
2,1,4,5,Meal Plan 1,N,Room_Type 1,156,Online,N,0,0,114.75,0,206,Canceled
2,0,0,3,Meal Plan 1,N,Room_Type 4,91,Online,N,0,0,132.3,2,294,Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,219,Offline,N,0,0,76.67,0,248,Not_Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 4,4,Online,N,0,0,63.6,0,24,Not_Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,214,Online,N,0,0,108.9,0,281,Canceled
2,0,1,1,Meal Plan 2,N,Room_Type 1,247,Offline,N,0,0,111,1,158,Canceled
1,0,1,2,Meal Plan 1,N,Room_Type 1,19,Online,N,0,0,120,0,123,Not_Canceled
2,0,1,2,Meal Plan 1,N,Room_Type 1,93,Online,N,0,0,90.3,2,305,Canceled
3,0,0,1,Meal Plan 1,N,Room_Type 4,40,Online,N,0,0,176.4,1,289,Canceled
2,0,2,2,Meal Plan 1,N,Room_Type 1,72,Online,N,0,0,119.85,1,135,Canceled
1,0,0,3,Meal Plan 1,N,Room_Type 1,163,Offline,N,0,0,100.8,0,279,Canceled
2,0,1,3,Meal Plan 1,N,Room_Type 1,158,Online,N,0,0,90.95,1,182,Not_Canceled
3,0,1,1,Meal Plan 1,N,Room_Type 4,51,Online,N,0,0,158.4,1,291,Canceled
