workclass,education,marital_status,occupation,relationship,race,sex,native_country,income
Private,Assoc-voc,Never-married,Exec-managerial,Own-child,Other,Male,Puerto-Rico,<=50K
Federal-gov,Bachelors,Never-married,Tech-support,Own-child,White,Male,United-States,<=50K
Self-emp-not-inc,Assoc-voc,Divorced,Armed-Forces,Not-in-family,Asian-Pac-Islander,Male,Trinadad&Tobago,>50K
Self-emp-inc,11th,Married-spouse-absent,Sales,Own-child,White,Male,Trinadad&Tobago,<=50K
Self-emp-not-inc,10th,Married-spouse-absent,Machine-op-inspct,Unmarried,Other,Female,Hong,<=50K
Self-emp-not-inc,Prof-school,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Male,Italy,>50K
Federal-gov,Preschool,Married-spouse-absent,Prof-specialty,Unmarried,White,Male,Laos,<=50K
Private,Doctorate,Married-AF-spouse,Adm-clerical,Not-in-family,Black,Male,France,>50K
Federal-gov,Preschool,Widowed,Tech-support,Husband,Asian-Pac-Islander,Female,Peru,>50K
Private,5th-6th,Married-spouse-absent,Armed-Forces,Own-child,White,Female,China,<=50K
Self-emp-inc,Masters,Divorced,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,El-Salvador,>50K
Private,Bachelors,Married-spouse-absent,Adm-clerical,Unmarried,Other,Female,Ecuador,>50K
Self-emp-not-inc,Assoc-voc,Married-spouse-absent,Protective-serv,Not-in-family,White,Female,Canada,>50K
Local-gov,9th,Married-spouse-absent,Transport-moving,Wife,Amer-Indian-Eskimo,Male,Hong,>50K
Self-emp-not-inc,9th,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,Cuba,>50K
Self-emp-inc,Doctorate,Married-civ-spouse,Transport-moving,Unmarried,White,Male,Poland,>50K
Private,9th,Married-civ-spouse,Tech-support,Own-child,Other,Female,Ecuador,>50K
Private,1st-4th,Widowed,Machine-op-inspct,Other-relative,Black,Female,Iran,>50K
State-gov,Preschool,Married-AF-spouse,Tech-support,Husband,White,Female,Guatemala,>50K
Self-emp-inc,Prof-school,Separated,Armed-Forces,Husband,White,Female,Iran,<=50K
Local-gov,Prof-school,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,Iran,>50K
Self-emp-not-inc,5th-6th,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,Italy,<=50K
Without-pay,1st-4th,Divorced,Machine-op-inspct,Other-relative,White,Male,Peru,>50K
Self-emp-inc,5th-6th,Married-civ-spouse,Other-service,Not-in-family,Other,Male,Vietnam,<=50K
Self-emp-inc,7th-8th,Separated,Armed-Forces,Own-child,Other,Female,Japan,>50K
State-gov,HS-grad,Widowed,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,Dominican-Republic,<=50K
Self-emp-inc,Masters,Divorced,Prof-specialty,Wife,Asian-Pac-Islander,Male,Ireland,>50K
Federal-gov,Preschool,Separated,Protective-serv,Not-in-family,Black,Male,Vietnam,<=50K
Federal-gov,Prof-school,Married-AF-spouse,Protective-serv,Own-child,Other,Female,France,>50K
Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,United-States,<=50K
State-gov,Bachelors,Married-AF-spouse,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,Scotland,<=50K
Without-pay,Prof-school,Married-spouse-absent,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,Laos,>50K
Without-pay,Assoc-acdm,Never-married,Sales,Husband,Asian-Pac-Islander,Male,Guatemala,<=50K
Self-emp-inc,9th,Separated,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,Laos,>50K
Federal-gov,Assoc-acdm,Separated,Sales,Not-in-family,Black,Female,Haiti,>50K
Federal-gov,HS-grad,Separated,Prof-specialty,Wife,White,Male,Vietnam,>50K
Without-pay,11th,Married-AF-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,Nicaragua,<=50K
Private,Assoc-acdm,Separated,Transport-moving,Not-in-family,White,Male,United-States,<=50K
State-gov,Assoc-acdm,Separated,Tech-support,Not-in-family,Other,Male,Thailand,<=50K
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,Jamaica,>50K
State-gov,11th,Married-spouse-absent,Prof-specialty,Other-relative,Black,Female,Cambodia,>50K
Local-gov,9th,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,Puerto-Rico,>50K
Local-gov,Some-college,Widowed,Armed-Forces,Not-in-family,Other,Male,Honduras,<=50K
Self-emp-inc,Prof-school,Never-married,Protective-serv,Own-child,Black,Male,Trinadad&Tobago,>50K
Private,Assoc-acdm,Divorced,Craft-repair,Own-child,Black,Male,Ireland,>50K
Private,Preschool,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Male,Peru,>50K
Private,1st-4th,Married-AF-spouse,Exec-managerial,Not-in-family,White,Female,Nicaragua,>50K
Private,5th-6th,Widowed,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,England,<=50K
Self-emp-inc,1st-4th,Married-AF-spouse,Armed-Forces,Wife,Asian-Pac-Islander,Male,Outlying-US(Guam-USVI-etc),<=50K
Self-emp-inc,9th,Separated,Transport-moving,Own-child,Black,Female,Holland-Netherlands,>50K
Without-pay,9th,Married-AF-spouse,Priv-house-serv,Wife,Other,Female,Japan,>50K
Local-gov,Some-college,Separated,Exec-managerial,Husband,Asian-Pac-Islander,Female,Italy,>50K
Self-emp-not-inc,9th,Divorced,Exec-managerial,Wife,Asian-Pac-Islander,Male,Greece,<=50K
Self-emp-not-inc,5th-6th,Married-AF-spouse,Handlers-cleaners,Unmarried,Black,Female,Haiti,>50K
Self-emp-inc,Doctorate,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
Local-gov,Bachelors,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,England,<=50K
Private,9th,Never-married,Armed-Forces,Husband,Black,Female,Columbia,<=50K
Local-gov,9th,Married-spouse-absent,Other-service,Unmarried,Asian-Pac-Islander,Female,India,<=50K
State-gov,Masters,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,Thailand,>50K
Self-emp-not-inc,Prof-school,Never-married,Other-service,Husband,Amer-Indian-Eskimo,Female,Honduras,<=50K
Private,Prof-school,Widowed,Protective-serv,Other-relative,Amer-Indian-Eskimo,Female,El-Salvador,<=50K
State-gov,Assoc-voc,Married-spouse-absent,Farming-fishing,Husband,Asian-Pac-Islander,Female,Hungary,>50K
Self-emp-inc,Some-college,Separated,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,Peru,>50K
Private,Doctorate,Widowed,Transport-moving,Unmarried,White,Male,Cuba,<=50K
State-gov,Some-college,Married-AF-spouse,Protective-serv,Unmarried,White,Male,Germany,<=50K
State-gov,5th-6th,Widowed,Exec-managerial,Other-relative,Other,Female,Dominican-Republic,<=50K
Self-emp-not-inc,10th,Separated,Adm-clerical,Husband,Asian-Pac-Islander,Male,Italy,>50K
Self-emp-inc,Assoc-acdm,Never-married,Protective-serv,Unmarried,Amer-Indian-Eskimo,Male,Dominican-Republic,<=50K
Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Canada,<=50K
Self-emp-inc,10th,Married-spouse-absent,Machine-op-inspct,Wife,Black,Male,Jamaica,<=50K
Private,5th-6th,Divorced,Adm-clerical,Unmarried,Other,Female,Taiwan,<=50K
Local-gov,Masters,Divorced,Handlers-cleaners,Husband,Black,Female,Cuba,<=50K
Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
Self-emp-not-inc,5th-6th,Widowed,Adm-clerical,Wife,Asian-Pac-Islander,Male,India,<=50K
State-gov,Assoc-acdm,Married-spouse-absent,Machine-op-inspct,Unmarried,Other,Male,El-Salvador,>50K
Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
Private,7th-8th,Separated,Priv-house-serv,Unmarried,Black,Female,United-States,<=50K
Without-pay,11th,Married-civ-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Female,Greece,>50K
Federal-gov,1st-4th,Married-civ-spouse,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,France,<=50K
Self-emp-inc,9th,Married-spouse-absent,Transport-moving,Other-relative,White,Female,Haiti,<=50K
Self-emp-not-inc,5th-6th,Married-civ-spouse,Transport-moving,Wife,Other,Female,Puerto-Rico,>50K
Private,7th-8th,Separated,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,Ecuador,>50K
Without-pay,Doctorate,Separated,Protective-serv,Not-in-family,Other,Male,Puerto-Rico,>50K
Local-gov,Masters,Married-civ-spouse,Exec-managerial,Own-child,Black,Male,China,<=50K
Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,Mexico,<=50K
Local-gov,Masters,Married-spouse-absent,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,Portugal,>50K
Without-pay,Bachelors,Married-AF-spouse,Priv-house-serv,Not-in-family,White,Male,France,>50K
Local-gov,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,Guatemala,>50K
Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
Self-emp-not-inc,Masters,Married-civ-spouse,Armed-Forces,Husband,White,Female,Dominican-Republic,>50K
Federal-gov,Assoc-voc,Married-spouse-absent,Exec-managerial,Own-child,Other,Female,Mexico,<=50K
Self-emp-inc,7th-8th,Divorced,Tech-support,Other-relative,Asian-Pac-Islander,Male,India,>50K
Self-emp-inc,12th,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,Honduras,>50K
Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
Federal-gov,9th,Married-spouse-absent,Priv-house-serv,Not-in-family,Asian-Pac-Islander,Male,Philippines,>50K
Without-pay,Masters,Divorced,Other-service,Own-child,Other,Female,Puerto-Rico,<=50K
Private,Assoc-voc,Divorced,Craft-repair,Own-child,White,Male,United-States,<=50K
Self-emp-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,Laos,>50K
Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,United-States,<=50K
Local-gov,Some-college,Widowed,Handlers-cleaners,Unmarried,Other,Male,Guatemala,>50K
State-gov,Doctorate,Divorced,Other-service,Wife,Black,Female,Italy,>50K
State-gov,11th,Married-civ-spouse,Farming-fishing,Wife,Black,Male,Outlying-US(Guam-USVI-etc),>50K
Without-pay,9th,Divorced,Transport-moving,Husband,Other,Female,France,>50K
State-gov,Prof-school,Married-spouse-absent,Protective-serv,Own-child,Asian-Pac-Islander,Female,Taiwan,<=50K
Private,7th-8th,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Male,Portugal,<=50K
Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Other-relative,White,Female,Outlying-US(Guam-USVI-etc),>50K
Without-pay,5th-6th,Married-spouse-absent,Craft-repair,Own-child,White,Male,Philippines,<=50K
Private,Assoc-voc,Widowed,Tech-support,Wife,Asian-Pac-Islander,Male,Haiti,>50K
Self-emp-not-inc,5th-6th,Never-married,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,Vietnam,>50K
Local-gov,HS-grad,Never-married,Machine-op-inspct,Wife,Other,Female,Columbia,>50K
Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,United-States,<=50K
Local-gov,10th,Married-spouse-absent,Handlers-cleaners,Wife,Other,Male,Cambodia,>50K
Federal-gov,10th,Married-AF-spouse,Tech-support,Other-relative,Asian-Pac-Islander,Male,France,<=50K
State-gov,Masters,Married-AF-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,Guatemala,<=50K
State-gov,7th-8th,Never-married,Adm-clerical,Not-in-family,Black,Male,Haiti,>50K
Without-pay,7th-8th,Divorced,Adm-clerical,Wife,Asian-Pac-Islander,Male,Taiwan,>50K
Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,<=50K
Without-pay,7th-8th,Widowed,Craft-repair,Husband,Asian-Pac-Islander,Male,El-Salvador,<=50K
Self-emp-not-inc,1st-4th,Married-AF-spouse,Sales,Own-child,White,Female,Puerto-Rico,<=50K
Self-emp-not-inc,10th,Married-spouse-absent,Exec-managerial,Own-child,White,Male,Trinadad&Tobago,>50K
Local-gov,5th-6th,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Female,Jamaica,>50K
Without-pay,HS-grad,Married-AF-spouse,Transport-moving,Not-in-family,White,Male,Puerto-Rico,>50K
Without-pay,1st-4th,Married-AF-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,Philippines,>50K
Without-pay,Prof-school,Separated,Transport-moving,Own-child,Other,Male,Trinadad&Tobago,<=50K
Local-gov,12th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
State-gov,10th,Married-civ-spouse,Tech-support,Not-in-family,Black,Female,Honduras,<=50K
Local-gov,Doctorate,Separated,Craft-repair,Husband,Asian-Pac-Islander,Female,El-Salvador,>50K
Without-pay,5th-6th,Married-AF-spouse,Farming-fishing,Own-child,Asian-Pac-Islander,Male,Hungary,<=50K
Federal-gov,10th,Divorced,Transport-moving,Own-child,Amer-Indian-Eskimo,Male,Scotland,>50K
Private,11th,Divorced,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,Ecuador,>50K
Private,12th,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,<=50K
State-gov,Prof-school,Widowed,Transport-moving,Wife,Asian-Pac-Islander,Male,Vietnam,>50K
Self-emp-inc,HS-grad,Never-married,Craft-repair,Husband,Black,Female,Nicaragua,>50K
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Mexico,<=50K
Without-pay,Bachelors,Divorced,Priv-house-serv,Wife,Amer-Indian-Eskimo,Female,Laos,<=50K
Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Male,United-States,<=50K
Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Male,United-States,<=50K
Local-gov,9th,Married-AF-spouse,Adm-clerical,Wife,Other,Female,United-States,>50K
Federal-gov,9th,Never-married,Sales,Own-child,White,Female,France,>50K
Local-gov,Some-college,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,Male,Dominican-Republic,>50K
Local-gov,Masters,Divorced,Tech-support,Own-child,White,Male,Peru,<=50K
Private,11th,Separated,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,Mexico,>50K
Federal-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
Without-pay,Masters,Widowed,Farming-fishing,Own-child,White,Male,Yugoslavia,>50K
Local-gov,9th,Married-AF-spouse,Transport-moving,Other-relative,Black,Male,United-States,<=50K
State-gov,1st-4th,Separated,Armed-Forces,Other-relative,Black,Female,Nicaragua,>50K
State-gov,Prof-school,Never-married,Priv-house-serv,Wife,Black,Female,United-States,<=50K
Without-pay,1st-4th,Married-civ-spouse,Tech-support,Unmarried,Amer-Indian-Eskimo,Female,France,>50K
Private,Bachelors,Never-married,Protective-serv,Not-in-family,White,Female,United-States,<=50K
Local-gov,Masters,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Female,Iran,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Self-emp-not-inc,12th,Married-civ-spouse,Transport-moving,Wife,Black,Male,Nicaragua,>50K
Federal-gov,Prof-school,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Male,Nicaragua,>50K
Local-gov,10th,Divorced,Other-service,Not-in-family,Other,Female,Germany,<=50K
Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
Without-pay,9th,Separated,Craft-repair,Husband,Amer-Indian-Eskimo,Male,Nicaragua,>50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,>50K
Local-gov,Preschool,Widowed,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,Peru,>50K
Without-pay,1st-4th,Married-AF-spouse,Farming-fishing,Not-in-family,White,Male,Dominican-Republic,>50K
Self-emp-not-inc,Some-college,Married-AF-spouse,Other-service,Unmarried,Asian-Pac-Islander,Male,Holland-Netherlands,<=50K
Federal-gov,HS-grad,Married-spouse-absent,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,United-States,>50K
Self-emp-inc,Doctorate,Married-civ-spouse,Transport-moving,Unmarried,White,Female,Italy,>50K
Self-emp-inc,Masters,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,United-States,>50K
Local-gov,10th,Divorced,Exec-managerial,Own-child,Other,Male,Portugal,<=50K
Local-gov,1st-4th,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,Scotland,<=50K
Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,>50K
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Unmarried,Amer-Indian-Eskimo,Female,India,<=50K
Local-gov,Assoc-acdm,Widowed,Sales,Own-child,Amer-Indian-Eskimo,Female,Japan,>50K
Private,Masters,Widowed,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,Iran,>50K
Local-gov,HS-grad,Married-AF-spouse,Priv-house-serv,Unmarried,Amer-Indian-Eskimo,Male,Guatemala,>50K
State-gov,Assoc-acdm,Widowed,Other-service,Husband,Amer-Indian-Eskimo,Female,France,<=50K
Private,10th,Married-spouse-absent,Armed-Forces,Own-child,Amer-Indian-Eskimo,Female,Trinadad&Tobago,<=50K
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
Self-emp-inc,9th,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,China,<=50K
State-gov,Doctorate,Married-AF-spouse,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,South,<=50K
Without-pay,5th-6th,Separated,Farming-fishing,Unmarried,Amer-Indian-Eskimo,Male,Trinadad&Tobago,<=50K
Federal-gov,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,China,<=50K
State-gov,Doctorate,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,Ecuador,>50K
Federal-gov,HS-grad,Married-spouse-absent,Other-service,Wife,Black,Male,Laos,>50K
State-gov,10th,Separated,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,South,<=50K
Private,Prof-school,Married-civ-spouse,Tech-support,Wife,Black,Male,Italy,<=50K
State-gov,Assoc-voc,Married-AF-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,Hungary,<=50K
Federal-gov,12th,Widowed,Farming-fishing,Wife,Amer-Indian-Eskimo,Male,Ecuador,<=50K
State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,Laos,>50K
Federal-gov,11th,Widowed,Sales,Unmarried,White,Female,Ecuador,>50K
Private,1st-4th,Widowed,Machine-op-inspct,Husband,Asian-Pac-Islander,Female,Japan,>50K
Without-pay,5th-6th,Never-married,Tech-support,Wife,Black,Male,Laos,<=50K
Private,12th,Divorced,Craft-repair,Not-in-family,White,Male,England,<=50K
Without-pay,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,Portugal,>50K
Without-pay,5th-6th,Married-spouse-absent,Machine-op-inspct,Other-relative,White,Female,Germany,<=50K
Private,Assoc-voc,Married-AF-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,Guatemala,>50K
Private,Masters,Married-civ-spouse,Handlers-cleaners,Wife,Black,Male,Poland,>50K
Federal-gov,Preschool,Never-married,Farming-fishing,Own-child,Amer-Indian-Eskimo,Male,Poland,<=50K
State-gov,Doctorate,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Male,Haiti,<=50K
State-gov,Bachelors,Separated,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
Self-emp-inc,HS-grad,Divorced,Priv-house-serv,Other-relative,White,Male,Haiti,>50K
Private,HS-grad,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,United-States,>50K
Federal-gov,Assoc-acdm,Separated,Prof-specialty,Unmarried,White,Female,United-States,>50K
Self-emp-not-inc,Some-college,Divorced,Craft-repair,Own-child,White,Male,United-States,<=50K
State-gov,Bachelors,Married-spouse-absent,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,Greece,<=50K
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,United-States,<=50K
Local-gov,7th-8th,Separated,Armed-Forces,Unmarried,White,Male,Puerto-Rico,<=50K
Federal-gov,1st-4th,Married-civ-spouse,Priv-house-serv,Husband,Asian-Pac-Islander,Female,Philippines,<=50K
Without-pay,Preschool,Widowed,Protective-serv,Other-relative,Asian-Pac-Islander,Male,United-States,>50K
State-gov,9th,Married-spouse-absent,Farming-fishing,Unmarried,White,Female,Philippines,>50K
Federal-gov,7th-8th,Divorced,Handlers-cleaners,Other-relative,White,Male,Honduras,>50K
Self-emp-not-inc,9th,Married-civ-spouse,Transport-moving,Husband,White,Female,Japan,<=50K
Local-gov,Bachelors,Married-spouse-absent,Protective-serv,Husband,Asian-Pac-Islander,Female,Thailand,<=50K
Self-emp-not-inc,Bachelors,Widowed,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,Canada,<=50K
Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,<=50K
Without-pay,Preschool,Married-spouse-absent,Other-service,Own-child,Black,Male,Japan,<=50K
Local-gov,1st-4th,Divorced,Other-service,Not-in-family,White,Female,Ireland,<=50K
Federal-gov,10th,Widowed,Transport-moving,Husband,Amer-Indian-Eskimo,Male,Ireland,<=50K
